date, pm25, pm10, o3, no2, co
2016/7/2, 15, 30, 24, 15, 
2016/7/3, 17, 27, 37, 14, 
2016/7/4, 20, 33, 35, 12, 
2016/7/5, 22, 43, 24, 9, 
2016/7/6, 27, 49, 24, 7, 
2016/7/7, 30, 48, 28, , 
2016/7/8, 30, 47, 28, , 
2016/7/9, 30, , , , 
2016/7/12, 513, 337, 60, 17, 
2016/7/13, 512, , , 16, 
2016/7/18, 25, 34, 43, 17, 
2016/7/19, 23, 36, 48, 15, 
2016/7/20, 24, 40, 48, 15, 
2016/7/21, 27, 46, 52, 17, 
2016/7/22, 29, 45, 52, 14, 
2016/7/23, 29, 46, 36, 16, 
2016/7/24, 28, 49, 45, 14, 
2016/7/25, 30, 45, 46, 14, 
2016/7/26, 28, 44, 38, , 
2016/7/27, 28, 42, 49, , 
2016/7/28, 25, 38, 48, 14, 
2016/7/29, 25, 37, 24, 14, 
2016/7/30, 25, 38, 24, 16, 
2016/8/1, 22, 33, 22, 15, 
2016/8/2, 22, 36, 20, 15, 
2016/8/3, 23, 33, 25, 14, 
2016/8/4, 22, 38, 26, 12, 
2016/8/5, 25, 41, 22, 13, 
2016/8/6, 26, 40, 22, 16, 
2016/8/7, 27, 40, 22, 13, 
2016/8/8, 27, 42, 22, 13, 
2016/8/9, 28, 42, 26, 14, 
2016/8/10, 27, 38, 26, 16, 
2016/8/11, 25, 40, 23, 16, 
2016/8/12, 25, 48, 22, 15, 
2016/8/13, 30, 50, 22, 16, 
2016/8/14, 30, 53, 20, 16, 
2016/8/15, 32, 46, 21, 16, 
2016/8/16, 29, 43, 22, 19, 
2016/8/17, 27, 41, 22, 16, 
2016/8/18, 26, 43, 24, 14, 
2016/8/19, 27, 49, 22, , 
2016/8/20, 31, 49, 22, 16, 
2016/8/21, 31, 49, 20, 13, 
2016/8/22, 30, 42, 24, 14, 
2016/8/23, 27, 41, 24, 15, 
2016/8/24, 26, 46, 22, 18, 
2016/8/25, 29, 47, 22, 21, 
2016/8/26, 29, 37, 28, 19, 
2016/8/27, 24, 30, 28, 20, 
2016/8/28, 20, 28, 24, 19, 
2016/8/29, 20, 32, 24, 20, 
2016/8/30, 23, 36, 24, 18, 
2016/8/31, 24, 39, 24, 20, 
2016/9/1, 25, 36, 22, 21, 
2016/9/2, 23, 36, 20, 21, 
2016/9/3, 23, , , , 
2016/9/5, 35, 66, 34, 20, 
2016/9/6, 39, 77, 26, 19, 
2016/9/7, 45, 44, 23, 19, 
2016/9/8, 27, 54, 28, 21, 
2016/9/9, 33, 57, 24, 19, 
2016/9/10, 34, 52, 24, 19, 
2016/9/11, 32, 46, 22, 20, 
2016/9/12, 28, 44, 23, 19, 
2016/9/13, 28, 44, 24, , 
2016/9/14, 27, 40, 24, 18, 
2016/9/15, 25, 32, 22, 19, 
2016/9/16, 22, 31, 22, 20, 
2016/9/17, 22, 29, 17, 19, 
2016/9/18, 20, 27, 20, , 
2016/9/19, 19, 30, 18, , 
2016/9/20, 21, 30, 22, , 
2016/9/21, 21, 28, 18, , 
2016/9/22, 19, 24, 22, , 
2016/9/23, 14, 47, 22, 16, 
2016/9/24, 40, 90, 20, 17, 
2016/9/25, 153, 52, 16, 17, 
2016/9/26, 183, 62, 23, 19, 
2016/9/27, 61, 86, 24, 21, 
2016/9/28, 85, 75, 22, 20, 
2016/9/29, 73, 47, 19, 19, 
2016/9/30, 45, 47, 36, 19, 
2016/4/1, 132, 105, 29, 19, 
2016/4/2, 95, 110, 40, , 
2016/4/3, 102, 105, 42, 18, 
2016/4/4, 94, 118, 42, 19, 104
2016/4/5, 112, 109, 33, 17, 89
2016/4/6, 96, 104, 46, 19, 59
2016/4/7, 103, 99, 37, , 
2016/4/8, 99, 102, 46, , 
2016/4/9, 110, 112, 48, , 
2016/4/10, 129, 108, 30, , 
2016/4/11, 117, 108, 38, , 
2016/4/12, 119, 110, 42, 17, 
2016/4/13, 124, 104, 40, 15, 
2016/4/14, 105, 111, 43, 12, 
2016/4/15, 125, 109, 44, 14, 
2016/4/16, 123, 94, 48, 14, 
2016/4/17, 94, 83, 50, 15, 
2016/4/18, 83, 102, 56, 13, 
2016/4/19, 114, 119, 61, 12, 
2016/4/20, 150, 119, 68, 12, 
2016/4/21, 150, 109, 73, 14, 
2016/4/22, 122, 87, 63, 12, 
2016/4/23, 86, 76, 94, 12, 
2016/4/24, 77, 80, 97, 14, 
2016/4/25, 80, 82, 93, 13, 
2016/4/26, 82, 98, 98, 14, 
2016/4/27, 99, 115, 98, 15, 
2016/4/28, 140, 114, 100, 10, 
2016/4/29, 140, 95, 115, 7, 
2016/4/30, 103, 86, 116, 2, 
2016/5/1, 92, 78, 112, 4, 
2016/5/2, 85, 86, 110, 7, 
2016/5/3, 92, 91, 102, 6, 
2016/5/4, 96, 88, 127, 6, 
2016/5/5, 94, 80, 125, 6, 
2016/5/6, 86, 65, 114, 7, 
2016/5/7, 71, 75, 119, , 
2016/5/8, 81, 87, 104, 6, 
2016/5/9, 92, 84, 121, 7, 
2016/5/10, 90, 89, 119, 7, 
2016/5/11, 95, 83, 125, 9, 
2016/5/12, 90, 66, 125, 9, 115
2016/5/13, 72, 77, 42, , 112
2016/5/14, 92, 91, , , 113
2016/5/15, 114, 108, 113, 6, 104
2016/5/16, 140, 94, 135, 3, 118
2016/5/17, 102, 89, 137, 10, 111
2016/5/18, 96, 86, 131, 15, 79
2016/5/19, 87, 77, 123, 14, 59
2016/5/20, 74, 64, 125, , 
2016/5/21, 61, 56, 90, , 
2016/5/22, 53, 49, 99, , 
2016/5/23, 48, 43, 110, , 
2016/5/24, 39, 44, 120, 13, 
2016/5/25, 40, 44, 85, 13, 
2016/5/26, 43, 46, 88, 13, 
2016/5/27, 45, , , 17, 
2016/5/31, 47, 48, , 26, 
2016/6/1, 47, , , , 
2016/6/3, 54, 60, 158, 14, 
2016/6/4, 58, 60, 161, , 
2016/6/5, 58, 52, 63, , 
2016/6/6, 51, 66, 58, 37, 
2016/6/7, 64, 59, 93, 27, 
2016/6/8, 58, 44, 103, 14, 
2016/6/9, 44, 51, 163, , 
2016/6/10, 51, 44, 162, , 
2016/6/11, 44, 36, 149, , 
2016/6/12, 38, 37, 173, , 
2016/6/13, 38, 37, 188, 21, 
2016/6/14, 38, 48, 115, 21, 
2016/6/15, 48, 61, 76, 25, 
2016/6/16, 59, 71, 26, 31, 
2016/6/17, 52, 74, 26, 23, 104
2016/6/18, 37, 73, 24, 25, 104
2016/6/19, 37, 62, 24, 28, 
2016/6/20, 31, 38, 24, 22, 
2016/6/21, 19, 30, 22, 26, 
2016/6/22, 15, 37, 37, 25, 59
2016/6/23, 12, 33, 44, 28, 59
2016/6/24, 12, 28, 30, 33, 
2016/6/25, 12, 27, 18, 33, 
2016/6/26, 12, 30, 46, 30, 
2016/6/27, 13, 41, 59, 30, 
2016/6/28, 18, 51, 56, 33, 
2016/6/29, 23, 39, 42, 35, 
2016/6/30, 18, 33, 34, 256, 
2016/3/30, 99, 120, 30, 17, 59
2016/3/31, 124, 124, 30, 18, 
2020/4/30, , 57, 46, 30, 56
2019/12/31, , 114, 34, 31, 34
2019/12/1, , 99, 27, 37, 38
2018/12/31, , 142, 21, 110, 81
2018/4/18, , 86, 68, 28, 32
2018/4/22, , 84, 78, , 32
2017/12/31, , 113, 74, 28, 25
2018/3/6, , 125, 32, , 45
2018/3/15, , 82, 53, 13, 40
2017/11/5, , 105, 42, 31, 55
2017/11/19, , 83, 47, 29, 70
2017/12/11, , 66, 74, 28, 105
2017/7/23, , 38, 15, 28, 44
2017/7/30, , 30, 33, 26, 54
2017/9/10, , 46, 11, 31, 56
2017/2/6, , 133, 80, 25, 47
2017/3/20, , 113, 37, 30, 61
2016/12/12, , 151, 40, 32, 
2016/7/10, , 49, 46, , 
2016/7/11, , 169, 56, 16, 
2016/7/17, , 39, 43, 18, 
2016/7/31, , 33, 23, 14, 
2016/9/4, , 58, 34, 19, 
2016/5/30, , 48, , 26, 
2016/6/2, , 54, 49, 15, 
2016/3/29, , 109, 26, 16, 59
2020/4/29, , , 43, 36, 71
2018/4/15, , , 27, 138, 51
2018/4/16, , , 82, 87, 43
2018/4/17, , , 107, 36, 34
2018/1/14, , , 56, 30, 64
2017/12/7, , , 74, 28, 56
2017/12/8, , , 58, 30, 55
2017/12/9, , , 61, 30, 56
2017/12/10, , , 59, 27, 75
2016/5/28, , , , 19, 
