date,state,pm2_5, pm10, o3,no2, co,AQI
10/8/2016,maharashtra,32,33,30,19,0,66.41666667
10/9/2016,maharashtra,30,34,32,18,0,62.5
10/10/2016,maharashtra,31,37,22,14,0,58.83333333
10/11/2016,maharashtra,35,75,16,17,0,67.91666667
10/12/2016,maharashtra,73,85,20,21,0,123.5833333
10/13/2016,maharashtra,84,96,27,0,0,112
10/14/2016,maharashtra,94,94,26,0,0,125.3333333
10/15/2016,maharashtra,92,87,22,0,0,122.6666667
10/16/2016,maharashtra,85,88,22,19,0,137.0833333
10/17/2016,maharashtra,87,95,26,19,54,207.25
10/18/2016,maharashtra,93,102,26,19,53,214
10/19/2016,maharashtra,103,99,24,18,52,224.8333333
10/20/2016,maharashtra,99,96,23,19,52,220.75
10/21/2016,maharashtra,94,100,22,19,53,215.3333333
10/22/2016,maharashtra,98,102,22,18,56,223.1666667
10/23/2016,maharashtra,100,108,17,18,0,155.8333333
10/24/2016,maharashtra,117,108,17,20,0,181
10/25/2016,maharashtra,118,92,19,20,0,182.3333333
10/26/2016,maharashtra,90,101,19,19,0,143.75
10/27/2016,maharashtra,106,113,47,19,44,220.0833333
10/28/2016,maharashtra,129,127,47,0,43,225.75
10/29/2016,maharashtra,168,122,45,21,41,301.5
10/30/2016,maharashtra,153,120,45,21,43,284
10/31/2016,maharashtra,148,116,38,40,70,334.8333333
11/1/2016,maharashtra,137,101,35,41,83,337.6666667
11/2/2016,maharashtra,100,107,40,43,95,305.8333333
11/3/2016,maharashtra,116,112,34,42,98,329.6666667
11/4/2016,maharashtra,126,103,48,40,94,335.5
11/5/2016,maharashtra,106,96,39,39,91,303.8333333
11/6/2016,maharashtra,94,100,29,39,84,279.0833333
11/7/2016,maharashtra,99,118,31,38,87,288.25
11/8/2016,maharashtra,142,125,48,38,95,355.5833333
11/9/2016,maharashtra,162,115,44,40,101,392.25
11/10/2016,maharashtra,136,125,44,42,102,361.3333333
11/11/2016,maharashtra,162,135,44,41,108,402.25
11/12/2016,maharashtra,192,144,38,39,111,443.5
11/13/2016,maharashtra,216,153,29,40,111,476.75
11/14/2016,maharashtra,239,146,36,40,95,487.4166667
11/15/2016,maharashtra,221,140,36,39,64,423.4166667
11/16/2016,maharashtra,203,138,47,40,54,388.1666667
11/17/2016,maharashtra,200,131,43,39,65,396.6666667
11/18/2016,maharashtra,180,143,44,41,89,402.5
11/19/2016,maharashtra,214,150,47,40,99,459.0833333
11/20/2016,maharashtra,231,143,47,41,99,483
11/21/2016,maharashtra,212,147,47,38,68,415.1666667
11/22/2016,maharashtra,192,147,32,33,42,349.75
11/23/2016,maharashtra,166,145,46,33,40,312.5833333
11/24/2016,maharashtra,160,145,46,32,39,302.0833333
11/25/2016,maharashtra,161,150,44,32,39,303.4166667
11/26/2016,maharashtra,171,136,36,33,39,318
11/27/2016,maharashtra,140,129,34,33,42,280.4166667
11/28/2016,maharashtra,123,136,33,32,39,252.75
11/29/2016,maharashtra,141,135,40,33,30,266.75
11/30/2016,maharashtra,139,142,38,33,18,249.0833333
12/1/2016,maharashtra,153,156,41,32,20,269
12/2/2016,maharashtra,186,148,38,31,17,308
12/3/2016,maharashtra,168,116,54,32,8,274
12/4/2016,maharashtra,103,107,43,33,7,187.3333333
12/5/2016,maharashtra,88,115,53,34,20,184.8333333
12/6/2016,maharashtra,97,116,57,34,30,209.3333333
12/7/2016,maharashtra,98,131,50,44,41,236.9166667
12/8/2016,maharashtra,131,135,51,63,47,312.1666667
12/9/2016,maharashtra,138,135,42,35,50,290.25
12/10/2016,maharashtra,137,139,35,40,52,297.6666667
12/11/2016,maharashtra,145, , ,0,0,193.3333333
12/13/2016,maharashtra,175,136,50,31,0,272.0833333
12/14/2016,maharashtra,138,103,46,27,52,282.75
12/15/2016,maharashtra,92,105,50,24,62,230.1666667
12/16/2016,maharashtra,91,134,58,23,71,238.8333333
12/17/2016,maharashtra,135,140,51,25,77,307.5
12/18/2016,maharashtra,149,118,47,25,96,349.9166667
12/19/2016,maharashtra,109,131,55,24,107,309.0833333
12/20/2016,maharashtra,138,101,68,25,118,362.75
12/21/2016,maharashtra,107,103,68,25,107,307.6666667
12/22/2016,maharashtra,104,139,49,25,53,236.1666667
12/23/2016,maharashtra,145,135,65,24,59,297.0833333
12/24/2016,maharashtra,137,136,66,25,87,322.6666667
12/25/2016,maharashtra,139,136,64,27,75,312.8333333
12/26/2016,maharashtra,139,152,67,25,72,306.5833333
12/27/2016,maharashtra,175,150,55,25,92,379.5833333
12/28/2016,maharashtra,173,153,51,25,94,379.4166667
12/29/2016,maharashtra,176,172,52,27,100,393.4166667
12/30/2016,maharashtra,220,161,66,25,105,455.8333333
12/31/2016,maharashtra,196,145,63,25,94,410.0833333
1/1/2017,maharashtra,159,135,29,26,76,339.5
7/1/2016,maharashtra,15,33,26,248,0,330
7/2/2016,maharashtra,15,30,24,15,0,38.75
7/3/2016,maharashtra,17,27,37,14,0,40.16666667
7/4/2016,maharashtra,20,33,35,12,0,41.66666667
7/5/2016,maharashtra,22,43,24,9,0,40.58333333
7/6/2016,maharashtra,27,49,24,7,0,44.75
7/7/2016,maharashtra,30,48,28,0,0,40
7/8/2016,maharashtra,30,47,28,0,0,40
7/9/2016,maharashtra,30, , ,0,0,40
7/12/2016,maharashtra,513,337,60,17,0,705.25
7/13/2016,maharashtra,512, , ,16,0,702.6666667
7/18/2016,maharashtra,25,34,43,17,0,54.58333333
7/19/2016,maharashtra,23,36,48,15,0,49.41666667
7/20/2016,maharashtra,24,40,48,15,0,50.75
7/21/2016,maharashtra,27,46,52,17,0,57.25
7/22/2016,maharashtra,29,45,52,14,0,56.16666667
7/23/2016,maharashtra,29,46,36,16,0,58.66666667
7/24/2016,maharashtra,28,49,45,14,0,54.83333333
7/25/2016,maharashtra,30,45,46,14,0,57.5
7/26/2016,maharashtra,28,44,38,0,0,37.33333333
7/27/2016,maharashtra,28,42,49,0,0,37.33333333
7/28/2016,maharashtra,25,38,48,14,0,50.83333333
7/29/2016,maharashtra,25,37,24,14,0,50.83333333
7/30/2016,maharashtra,25,38,24,16,0,53.33333333
8/1/2016,maharashtra,22,33,22,15,0,48.08333333
8/2/2016,maharashtra,22,36,20,15,0,48.08333333
8/3/2016,maharashtra,23,33,25,14,0,48.16666667
8/4/2016,maharashtra,22,38,26,12,0,44.33333333
8/5/2016,maharashtra,25,41,22,13,0,49.58333333
8/6/2016,maharashtra,26,40,22,16,0,54.66666667
8/7/2016,maharashtra,27,40,22,13,0,52.25
8/8/2016,maharashtra,27,42,22,13,0,52.25
8/9/2016,maharashtra,28,42,26,14,0,54.83333333
8/10/2016,maharashtra,27,38,26,16,0,56
8/11/2016,maharashtra,25,40,23,16,0,53.33333333
8/12/2016,maharashtra,25,48,22,15,0,52.08333333
8/13/2016,maharashtra,30,50,22,16,0,60
8/14/2016,maharashtra,30,53,20,16,0,60
8/15/2016,maharashtra,32,46,21,16,0,62.66666667
8/16/2016,maharashtra,29,43,22,19,0,62.41666667
8/17/2016,maharashtra,27,41,22,16,0,56
8/18/2016,maharashtra,26,43,24,14,0,52.16666667
8/19/2016,maharashtra,27,49,22,0,0,36
8/20/2016,maharashtra,31,49,22,16,0,61.33333333
8/21/2016,maharashtra,31,49,20,13,0,57.58333333
8/22/2016,maharashtra,30,42,24,14,0,57.5
8/23/2016,maharashtra,27,41,24,15,0,54.75
8/24/2016,maharashtra,26,46,22,18,0,57.16666667
8/25/2016,maharashtra,29,47,22,21,0,64.91666667
8/26/2016,maharashtra,29,37,28,19,0,62.41666667
8/27/2016,maharashtra,24,30,28,20,0,57
8/28/2016,maharashtra,20,28,24,19,0,50.41666667
8/29/2016,maharashtra,20,32,24,20,0,51.66666667
8/30/2016,maharashtra,23,36,24,18,0,53.16666667
8/31/2016,maharashtra,24,39,24,20,0,57
9/1/2016,maharashtra,25,36,22,21,0,59.58333333
9/2/2016,maharashtra,23,36,20,21,0,56.91666667
9/3/2016,maharashtra,23, , ,0,0,30.66666667
9/5/2016,maharashtra,35,66,34,20,0,71.66666667
9/6/2016,maharashtra,39,77,26,19,0,75.75
9/7/2016,maharashtra,45,44,23,19,0,83.75
9/8/2016,maharashtra,27,54,28,21,0,62.25
9/9/2016,maharashtra,33,57,24,19,0,67.75
9/10/2016,maharashtra,34,52,24,19,0,69.08333333
9/11/2016,maharashtra,32,46,22,20,0,67.66666667
9/12/2016,maharashtra,28,44,23,19,0,61.08333333
9/13/2016,maharashtra,28,44,24, ,0,#VALUE!
9/14/2016,maharashtra,27,40,24,18,0,58.5
9/15/2016,maharashtra,25,32,22,19,0,57.08333333
9/16/2016,maharashtra,22,31,22,20,0,54.33333333
9/17/2016,maharashtra,22,29,17,19,0,53.08333333
9/18/2016,maharashtra,20,27,20,0,0,26.66666667
9/19/2016,maharashtra,19,30,18,0,0,25.33333333
9/20/2016,maharashtra,21,30,22,0,0,28
9/21/2016,maharashtra,21,28,18,0,0,28
9/22/2016,maharashtra,19,24,22,0,0,25.33333333
9/23/2016,maharashtra,14,47,22,16,0,38.66666667
9/24/2016,maharashtra,40,90,20,17,0,74.58333333
9/25/2016,maharashtra,153,52,16,17,0,225.25
9/26/2016,maharashtra,183,62,23,19,0,267.75
9/27/2016,maharashtra,61,86,24,21,0,107.5833333
9/28/2016,maharashtra,85,75,22,20,0,138.3333333
9/29/2016,maharashtra,73,47,19,19,0,121.0833333
9/30/2016,maharashtra,45,47,36,19,0,83.75
4/1/2016,maharashtra,132,105,29,19,0,199.75
4/2/2016,maharashtra,95,110,40,0,0,126.6666667
4/3/2016,maharashtra,102,105,42,18,0,158.5
4/4/2016,maharashtra,94,118,42,19,104,279.0833333
4/5/2016,maharashtra,112,109,33,17,89,281.8333333
4/6/2016,maharashtra,96,104,46,19,59,225.5
4/7/2016,maharashtra,103,99,37,0,0,137.3333333
4/8/2016,maharashtra,99,102,46,0,0,132
4/9/2016,maharashtra,110,112,48,0,0,146.6666667
4/10/2016,maharashtra,129,108,30,0,0,172
4/11/2016,maharashtra,117,108,38,0,0,156
4/12/2016,maharashtra,119,110,42,17,0,179.9166667
4/13/2016,maharashtra,124,104,40,15,0,184.0833333
4/14/2016,maharashtra,105,111,43,12,0,155
4/15/2016,maharashtra,125,109,44,14,0,184.1666667
4/16/2016,maharashtra,123,94,48,14,0,181.5
4/17/2016,maharashtra,94,83,50,15,0,144.0833333
4/18/2016,maharashtra,83,102,56,13,0,126.9166667
4/19/2016,maharashtra,114,119,61,12,0,167
4/20/2016,maharashtra,150,119,68,12,0,215
4/21/2016,maharashtra,150,109,73,14,0,217.5
4/22/2016,maharashtra,122,87,63,12,0,177.6666667
4/23/2016,maharashtra,86,76,94,12,0,129.6666667
4/24/2016,maharashtra,77,80,97,14,0,120.1666667
4/25/2016,maharashtra,80,82,93,13,0,122.9166667
4/26/2016,maharashtra,82,98,98,14,0,126.8333333
4/27/2016,maharashtra,99,115,98,15,0,150.75
4/28/2016,maharashtra,140,114,100,10,0,199.1666667
4/29/2016,maharashtra,140,95,115,7,0,195.4166667
4/30/2016,maharashtra,103,86,116,2,0,139.8333333
5/1/2016,maharashtra,92,78,112,4,0,127.6666667
5/2/2016,maharashtra,85,86,110,7,0,122.0833333
5/3/2016,maharashtra,92,91,102,6,0,130.1666667
5/4/2016,maharashtra,96,88,127,6,0,135.5
5/5/2016,maharashtra,94,80,125,6,0,132.8333333
5/6/2016,maharashtra,86,65,114,7,0,123.4166667
5/7/2016,maharashtra,71,75,119,0,0,94.66666667
5/8/2016,maharashtra,81,87,104,6,0,115.5
5/9/2016,maharashtra,92,84,121,7,0,131.4166667
5/10/2016,maharashtra,90,89,119,7,0,128.75
5/11/2016,maharashtra,95,83,125,9,0,137.9166667
5/12/2016,maharashtra,90,66,125,9,115,275
5/13/2016,maharashtra,72,77,42,0,112,236
5/14/2016,maharashtra,92,91, ,0,113,263.9166667
5/15/2016,maharashtra,114,108,113,6,104,289.5
5/16/2016,maharashtra,140,94,135,3,118,337.9166667
5/17/2016,maharashtra,102,89,137,10,111,287.25
5/18/2016,maharashtra,96,86,131,15,79,245.5
5/19/2016,maharashtra,87,77,123,14,59,207.25
5/20/2016,maharashtra,74,64,125,0,0,98.66666667
5/21/2016,maharashtra,61,56,90,0,0,81.33333333
5/22/2016,maharashtra,53,49,99,0,0,70.66666667
5/23/2016,maharashtra,48,43,110,0,0,64
5/24/2016,maharashtra,39,44,120,13,0,68.25
5/25/2016,maharashtra,40,44,85,13,0,69.58333333
5/26/2016,maharashtra,43,46,88,13,0,73.58333333
5/27/2016,maharashtra,45, , ,17,0,81.25
5/31/2016,maharashtra,47,48, ,26,0,95.16666667
6/1/2016,maharashtra,47, , ,0,0,62.66666667
6/3/2016,maharashtra,54,60,158,14,0,89.5
6/4/2016,maharashtra,58,60,161,0,0,77.33333333
6/5/2016,maharashtra,58,52,63,0,0,77.33333333
6/6/2016,maharashtra,51,66,58,37,0,114.25
6/7/2016,maharashtra,64,59,93,27,0,119.0833333
6/8/2016,maharashtra,58,44,103,14,0,94.83333333
6/9/2016,maharashtra,44,51,163,0,0,58.66666667
6/10/2016,maharashtra,51,44,162,0,0,68
6/11/2016,maharashtra,44,36,149,0,0,58.66666667
6/12/2016,maharashtra,38,37,173,0,0,50.66666667
6/13/2016,maharashtra,38,37,188,21,0,76.91666667
6/14/2016,maharashtra,38,48,115,21,0,76.91666667
6/15/2016,maharashtra,48,61,76,25,0,95.25
6/16/2016,maharashtra,59,71,26,31,0,117.4166667
6/17/2016,maharashtra,52,74,26,23,104,228.0833333
6/18/2016,maharashtra,37,73,24,25,104,210.5833333
6/19/2016,maharashtra,37,62,24,28,0,84.33333333
6/20/2016,maharashtra,31,38,24,22,0,68.83333333
6/21/2016,maharashtra,19,30,22,26,0,57.83333333
6/22/2016,maharashtra,15,37,37,25,59,125
6/23/2016,maharashtra,12,33,44,28,59,124.75
6/24/2016,maharashtra,12,28,30,33,0,57.25
6/25/2016,maharashtra,12,27,18,33,0,57.25
6/26/2016,maharashtra,12,30,46,30,0,53.5
6/27/2016,maharashtra,13,41,59,30,0,54.83333333
6/28/2016,maharashtra,18,51,56,33,0,65.25
6/29/2016,maharashtra,23,39,42,35,0,74.41666667
6/30/2016,maharashtra,18,33,34,256,0,344
3/30/2016,maharashtra,99,120,30,17,59,227
3/31/2016,maharashtra,124,124,30,18,0,187.8333333
4/30/2020,maharashtra,0,57,46,30,56,107.5
12/31/2019,maharashtra,0,114,34,31,34,81.25
12/1/2019,maharashtra,0,99,27,37,38,93.75
12/31/2018,maharashtra,0,142,21,110,81,238.75
4/18/2018,maharashtra,0,86,68,28,32,75
4/22/2018,maharashtra,0,84,78,0,32,40
12/31/2017,maharashtra,0,113,74,28,25,66.25
3/6/2018,maharashtra,0,125,32,0,45,56.25
3/15/2018,maharashtra,0,82,53,13,40,66.25
11/5/2017,maharashtra,0,105,42,31,55,107.5
11/19/2017,maharashtra,0,83,47,29,70,123.75
12/11/2017,maharashtra,0,66,74,28,105,166.25
7/23/2017,maharashtra,0,38,15,28,44,90
7/30/2017,maharashtra,0,30,33,26,54,100
9/10/2017,maharashtra,0,46,11,31,56,108.75
2/6/2017,maharashtra,0,133,80,25,47,90
3/20/2017,maharashtra,0,113,37,30,61,113.75
12/12/2016,maharashtra,0,151,40,32,0,40
7/10/2016,maharashtra,0,49,46,0,0,0
7/11/2016,maharashtra,0,169,56,16,0,20
7/17/2016,maharashtra,0,39,43,18,0,22.5
7/31/2016,maharashtra,0,33,23,14,0,17.5
9/4/2016,maharashtra,0,58,34,19,0,23.75
5/30/2016,maharashtra,0,48,0,26,0,32.5
6/2/2016,maharashtra,0,54,49,15,0,18.75
3/29/2016,maharashtra,0,109,26,16,59,93.75
4/29/2020,maharashtra,0, ,43,36,71,133.75
4/15/2018,maharashtra,0, ,27,138,51,236.25
4/16/2018,maharashtra,0, ,82,87,43,162.5
4/17/2018,maharashtra,0, ,107,36,34,87.5
1/14/2018,maharashtra,0, ,56,30,64,117.5
12/7/2017,maharashtra,0, ,74,28,56,105
12/8/2017,maharashtra,0, ,58,30,55,106.25
12/9/2017,maharashtra,0, ,61,30,56,107.5
12/10/2017,maharashtra,0, ,59,27,75,127.5
5/28/2016,maharashtra,0, , ,19, ,#VALUE!
