date, pm25, pm10, o3, no2, so2, co
2016/4/12, 173, , , 6, 2, 5
2016/4/13, 173, , , 5, 2, 3
2016/4/14, 173, , , 6, 2, 3
2016/4/15, 166, , , 5, 3, 5
2016/4/16, 171, , , 5, 1, 5
2016/4/17, 171, , , 7, 2, 5
2016/4/18, 169, , , 9, 2, 4
2016/4/19, 168, , , 10, 2, 6
2016/4/20, 172, , , 4, 2, 10
2016/4/21, 170, , , 2, 2, 9
2016/4/22, 175, , , 1, 2, 7
2016/4/23, 175, , , 2, 2, 5
2016/4/24, 174, , , 5, 2, 8
2016/4/25, 172, , , 5, 2, 6
2016/4/26, 170, , , 6, 2, 5
2016/4/27, 171, , , 9, 2, 11
2016/4/28, 174, , , 8, 2, 9
2016/4/29, 173, , , 8, 2, 10
2016/4/30, 174, , , 8, 2, 9
2016/5/1, 174, , , 8, 2, 11
2016/5/2, 174, , , 9, 2, 7
2016/5/3, 173, , , 8, 2, 11
2016/5/4, 172, , , 5, 2, 6
2016/5/5, 173, , , 4, 2, 9
2016/5/6, 175, , , 6, 2, 9
2016/5/7, 173, , , 6, 2, 9
2016/5/8, 171, , , 7, 2, 9
2016/5/9, 170, , , 9, 2, 8
2016/5/10, 172, , , 6, 2, 8
2016/5/11, 174, , , 7, 2, 9
2016/5/12, 173, , , 7, 2, 9
2016/5/13, 172, , , 7, 2, 9
2016/5/14, 171, , , 7, 2, 8
2016/5/15, 167, , , 7, 2, 8
2016/5/16, 167, , , 7, 2, 8
2016/5/17, 200, , , 6, 1, 9
2016/5/18, 181, , , 7, 1, 10
2016/5/19, 154, , , 8, 1, 10
2016/5/20, 151, , , 6, 3, 9
2016/5/21, 148, , , 8, 3, 9
2016/5/22, 147, , , 10, 3, 9
2016/5/23, 140, , , 10, 3, 9
2016/5/24, 149, , , 10, 5, 14
2016/5/25, 128, , , 10, 2, 47
2016/5/26, 134, , , 10, 1, 15
2016/5/27, 134, , , 10, 2, 19
2016/5/28, 144, , , 9, 2, 16
2016/5/29, 144, , , 4, 2, 
2016/5/30, 140, , , 4, 2, 15
2016/5/31, 140, , , 4, 3, 26
2016/6/1, 109, , , 4, 2, 20
2016/6/2, 90, , , , , 
2016/6/15, 103, , , 5, 3, 30
2016/6/16, 105, , , 5, 2, 30
2016/6/17, 107, , , 5, 3, 28
2016/6/18, 121, , , 4, 2, 26
2016/6/19, 130, , , 4, 2, 22
2016/6/20, 105, , , 11, 1, 17
2016/6/21, 150, , , 7, 3, 15
2016/6/22, 96, , , 3, 3, 8
2016/6/23, 110, , , 2, 2, 6
2016/6/24, 102, , , , , 
2016/6/26, 139, , , 3, , 12
2016/6/27, 64, , , 3, 1, 7
2016/6/28, 141, , , 5, , 7
2016/6/29, 130, , , 5, , 
2016/6/30, 395, , , 4, 3, 
2016/1/4, 110, , , 3, 1, 6
2016/1/5, 110, , , 3, 2, 4
2016/1/6, 111, , , 2, 1, 5
2016/1/7, 116, , , 3, 1, 5
2016/1/8, 119, , , 3, 2, 4
2016/1/9, 121, , , 3, 3, 5
2016/1/10, 116, , , 3, 4, 4
2016/1/11, 112, , , 3, 2, 4
2016/1/12, 133, , , 3, 4, 5
2016/1/13, 131, , , 4, 6, 9
2016/1/14, 145, , , 2, 2, 4
2016/1/15, 109, , , 2, 1, 2
2016/1/16, 106, , , 2, 1, 2
2016/1/17, 107, , , 2, 2, 2
2016/1/18, 106, , , 2, 8, 1
2016/1/19, 109, , , 2, 2, 1
2016/1/20, 101, , , 2, 2, 1
2016/1/21, 105, , , 2, 2, 1
2016/1/22, 108, , , 2, 26, 1
2016/1/23, 100, , , 2, 3, 1
2016/1/24, 99, , , 2, 2, 1
2016/1/25, 99, , , 2, 3, 1
2016/1/26, 101, , , 2, 2, 1
2016/1/27, 100, , , 2, 2, 1
2016/1/28, 103, , , 2, 2, 1
2016/1/29, 109, , , 3, 2, 1
2016/1/30, 102, , , 3, 3, 1
2016/1/31, 104, , , 2, 3, 1
2016/2/1, 92, , , 2, 3, 1
2016/2/2, 101, , , 2, 2, 1
2016/2/3, 101, , , 2, 7, 1
2016/2/4, 122, , , 1, 8, 1
2016/2/5, 109, , , 1, 108, 1
2016/2/6, 108, , , 1, 23, 1
2016/2/7, 106, , , 1, 90, 1
2016/2/8, 106, , , 1, 24, 1
2016/2/9, 117, , , 1, 1, 
2016/2/10, 187, , , 1, 1, 
2016/2/11, 151, , , 1, 2, 
2016/2/12, 169, , , 1, 1, 21
2016/2/13, 161, , , , 2, 21
2016/2/14, 155, , , , 30, 21
2016/2/15, 155, , , 1, 56, 21
2016/2/16, 182, , , 1, 78, 22
2016/2/17, 179, , , 5, 4, 21
2016/2/18, 156, , , , 1, 21
2016/2/19, 182, , , , 51, 21
2016/2/20, 178, , , , 35, 21
2016/2/21, 153, , , , 8, 21
2016/2/22, 122, , , , 62, 21
2016/2/23, 144, , , , 1, 23
2016/2/24, 124, , , , 1, 22
2016/2/25, 141, , , , 3, 22
2016/2/26, 101, , , , 1, 22
2016/2/27, 147, , , , 1, 22
2016/2/28, 124, , , , 1, 22
2016/2/29, 136, , , , 13, 21
2016/3/1, 165, , , 51, 15, 21
2016/3/2, 160, , , 5, , 21
2016/3/3, 161, , , 5, 1, 21
2016/3/4, 179, , , 5, 11, 21
2016/3/5, 175, , , 4, 18, 21
2016/3/6, 172, , , 4, , 13
2016/3/7, 162, , , 5, 1, 7
2016/3/8, 159, , , 4, 2, 9
2016/3/9, 163, , , , , 
2016/3/14, 177, , , 4, 7, 4
2016/3/15, 173, , , 4, 3, 7
2016/3/16, 175, , , 4, 2, 8
2016/3/17, 173, , , 4, 2, 11
2016/3/18, 174, , , 4, 1, 11
2016/3/19, 181, , , 3, , 10
2016/3/20, 174, , , 3, 1, 12
2016/3/21, 179, , , 4, 2, 11
2016/3/22, 178, , , 5, 2, 9
2016/3/23, 176, , , 5, 2, 7
2016/3/24, 174, , , , , 
2016/3/27, 168, , , 2, 2, 7
2016/3/28, 171, , , 2, 2, 8
2016/3/29, 170, , , 2, 3, 7
2016/3/30, 171, , , 2, 2, 4
2016/3/31, 170, , , 2, 2, 7
2015/10/1, 148, , , 5, 3, 9
2015/10/2, 147, , , 5, 3, 8
2015/10/3, 146, , , 5, 3, 8
2015/10/4, 148, , , 5, 3, 9
2015/10/5, 154, , , 4, 3, 8
2015/10/6, 113, , , 5, 3, 8
2015/10/7, 97, , , 5, 4, 8
2015/10/8, 113, , , 4, 3, 8
2015/10/9, 107, , , 5, 3, 7
2015/10/10, 98, , , , , 
2015/10/12, 108, , , 5, 3, 8
2015/10/13, 102, , , 5, 2, 7
2015/10/14, 102, , , 5, 2, 7
2015/10/15, 99, , , 5, 2, 7
2015/10/16, 107, , , 5, 3, 6
2015/10/17, 114, , , 5, 2, 6
2015/10/18, 100, , , 4, 2, 7
2015/10/19, 106, , , , 4, 8
2015/10/20, 139, , , , 4, 8
2015/10/21, 147, , , , 3, 8
2015/10/22, 160, , , , , 
2015/10/24, 159, , , 4, 7, 7
2015/10/25, 158, , , 4, 5, 6
2015/10/26, 156, , , 4, 2, 7
2015/10/27, 165, , , 4, 3, 7
2015/10/28, 146, , , 9, 3, 7
2015/10/29, 163, , , 4, 3, 7
2015/10/30, 172, , , 4, 3, 7
2015/10/31, 159, , , 4, 2, 22
2015/11/1, 167, , , 4, 2, 9
2015/11/2, 161, , , 4, 2, 14
2015/11/3, 159, , , 4, 1, 14
2015/11/4, 162, , , 4, 1, 15
2015/11/5, 150, , , 17, 1, 14
2015/11/6, 158, , , 11, 3, 11
2015/11/7, 166, , , 11, 9, 11
2015/11/8, 123, , , 8, 13, 10
2015/11/9, 83, , , 9, 2, 12
2015/11/10, 101, , , 11, 2, 12
2015/11/11, 118, , , 10, 2, 14
2015/11/12, 116, , , 8, 2, 12
2015/11/13, 94, , , 7, 2, 12
2015/11/14, 90, , , 7, 2, 11
2015/11/15, 90, , , 6, 6, 12
2015/11/16, 87, , , 6, 2, 9
2015/11/17, 83, , , 7, 2, 11
2015/11/18, 85, , , 5, 3, 12
2015/11/19, 70, , , 3, 2, 13
2015/11/20, 56, , , 3, 2, 11
2015/11/21, 52, , , 3, 3, 10
2015/11/22, 52, , , 2, 2, 12
2015/11/23, 51, , , 2, 3, 12
2015/11/24, 51, , , 3, 1, 12
2015/11/25, 53, , , 2, 2, 12
2015/11/26, 52, , , 2, 2, 12
2015/11/27, 51, , , 3, 2, 13
2015/11/28, 55, , , , , 
2015/11/30, 53, , , 2, 2, 13
2015/12/1, 54, , , , , 
2015/12/9, 51, , , 1, , 11
2015/12/10, 54, , , 1, , 13
2015/12/11, 57, , , 2, , 12
2015/12/12, 53, , , 2, 1, 11
2015/12/13, 54, , , 2, 1, 11
2015/12/14, 56, , , 2, , 9
2015/12/15, 57, , , 1, 2, 11
2015/12/16, 56, , , 2, 1, 14
2015/12/17, 55, , , 2, 1, 14
2015/12/18, 56, , , 2, , 16
2015/12/19, 54, , , 2, , 17
2015/12/20, 55, , , 1, , 22
2015/12/21, 90, , , 2, , 24
2015/12/22, 114, , , 2, 1, 5
2015/12/23, 122, , , 2, 1, 7
2015/12/24, 91, , , 2, 1, 6
2015/12/25, 128, , , 1, 1, 6
2015/12/26, 121, , , 3, 1, 12
2015/12/27, 168, , , 3, 2, 119
2015/12/28, 101, , , 3, 2, 18
2015/12/29, 116, , , 3, 1, 5
2015/12/30, 103, , , 4, 1, 2
2015/12/31, 108, , , , , 
2016/1/2, 116, , , 2, 1, 11
2016/1/3, 104, , , 3, 1, 3
2015/7/1, 179, , , 6, 6, 25
2015/7/2, 171, , , 6, 5, 22
2015/7/3, 176, , , 6, 5, 24
2015/7/4, 180, , , 6, 5, 25
2015/7/5, 182, , , 6, 6, 26
2015/7/6, 179, , , 6, 9, 24
2015/7/7, 177, , , 6, 8, 26
2015/7/8, 181, , , 6, 6, 24
2015/7/9, 177, , , 6, 6, 25
2015/7/10, 179, , , 6, 6, 25
2015/7/11, 178, , , 6, 6, 25
2015/7/12, 179, , , 6, 8, 26
2015/7/13, 182, , , 6, 8, 24
2015/7/14, 177, , , 6, 7, 25
2015/7/15, 179, , , 6, 6, 25
2015/7/16, 179, , , 6, 6, 26
2015/7/17, 182, , , 6, 8, 23
2015/7/18, 166, , , 6, 9, 18
2015/7/19, 149, , , 6, 7, 19
2015/7/20, 146, , , 6, 8, 16
2015/7/21, 169, , , 6, 3, 16
2015/7/22, 160, , , 6, 4, 16
2015/7/23, 152, , , 6, 7, 16
2015/7/24, 146, , , 6, 7, 16
2015/7/25, 154, , , 6, 11, 17
2015/7/26, 152, , , 6, 10, 26
2015/7/27, 149, , , 6, 5, 17
2015/7/28, 151, , , 6, 5, 17
2015/7/29, 151, , , 6, 10, 19
2015/7/30, 154, , , 6, 14, 17
2015/7/31, 158, , , 6, 10, 19
2015/8/1, 150, , , 6, 15, 20
2015/8/2, 149, , , 6, 5, 20
2015/8/3, 145, , , 6, 6, 
2015/8/4, 165, , , 6, 8, 23
2015/8/5, 155, , , 6, 5, 73
2015/8/6, 154, , , 6, 6, 20
2015/8/7, 148, , , 6, 5, 82
2015/8/8, 161, , , 6, 7, 
2015/8/9, 157, , , 6, 6, 
2015/8/10, 153, , , 6, 5, 
2015/8/11, 158, , , 6, 6, 
2015/8/12, 141, , , 6, 7, 10
2015/8/13, 153, , , 6, 5, 10
2015/8/14, 157, , , 6, 5, 10
2015/8/15, 150, , , 6, 6, 10
2015/8/16, 157, , , 6, 6, 10
2015/8/17, 142, , , 6, 6, 10
2015/8/18, 143, , , 6, 5, 10
2015/8/19, 150, , , 6, 4, 10
2015/8/20, 138, , , 6, 5, 
2015/8/21, 148, , , 6, 2, 18
2015/8/22, 162, , , , , 
2015/8/24, 151, , , 7, 2, 66
2015/8/25, 164, , , 5, 5, 18
2015/8/26, 163, , , 6, 6, 11
2015/8/27, 130, , , 6, 6, 16
2015/8/28, 148, , , 5, 3, 7
2015/8/29, 94, , , 6, 3, 34
2015/8/30, 214, , , 6, 2, 22
2015/8/31, 167, , , 6, 3, 15
2015/9/1, 143, , , 6, 3, 7
2015/9/2, 60, , , 6, 6, 10
2015/9/3, 77, , , 6, 3, 11
2015/9/4, 84, , , 6, 3, 10
2015/9/5, 78, , , 7, 4, 10
2015/9/6, 78, , , 6, 5, 9
2015/9/7, 71, , , 6, 3, 16
2015/9/8, 105, , , 7, 3, 8
2015/9/9, 70, , , 6, 3, 9
2015/9/10, 75, , , 5, 5, 10
2015/9/11, 81, , , 5, 3, 12
2015/9/12, 93, , , 6, 3, 11
2015/9/13, 85, , , 6, 4, 13
2015/9/14, 96, , , 6, 3, 11
2015/9/15, 83, , , 6, 4, 13
2015/9/16, 97, , , 7, 3, 12
2015/9/17, 87, , , 7, 3, 14
2015/9/18, 105, , , 6, 12, 22
2015/9/19, 126, , , 6, 3, 10
2015/9/20, 80, , , 6, 3, 11
2015/9/21, 85, , , 6, 3, 15
2015/9/22, 96, , , 6, 3, 8
2015/9/23, 129, , , 5, 2, 10
2015/9/24, 148, , , 5, 3, 10
2015/9/25, 157, , , 4, 3, 9
2015/9/26, 152, , , 5, 9, 10
2015/9/27, 148, , , 5, 3, 9
2015/9/28, 148, , , 5, 8, 9
2015/9/29, 148, , , 5, 5, 8
2015/9/30, 142, , , 4, 4, 8
2015/5/13, 179, , , 9, 6, 16
2015/5/14, 205, , , 8, 6, 15
2015/5/15, 158, , , 6, 6, 20
2015/5/16, 160, , , 6, 6, 32
2015/5/17, 160, , , 6, 6, 14
2015/5/18, 161, , , 6, 6, 15
2015/5/19, 159, , , 6, 6, 21
2015/5/20, 160, , , 6, 6, 16
2015/5/21, 163, , , 6, 6, 16
2015/5/22, 161, , , 6, 6, 22
2015/5/23, 161, , , 6, 5, 19
2015/5/24, 160, , , 6, 5, 15
2015/5/25, 160, , , 6, 5, 18
2015/5/26, 210, , , 6, 39, 44
2015/5/27, 161, , , 6, 5, 113
2015/5/28, 162, , , 6, 5, 18
2015/5/29, 161, , , 6, 5, 9
2015/5/30, 162, , , 6, 5, 11
2015/5/31, 161, , , 6, 5, 12
2015/6/1, 159, , , 6, 5, 10
2015/6/2, 162, , , 6, 5, 17
2015/6/3, 162, , , 6, 5, 10
2015/6/4, 164, , , 6, 5, 12
2015/6/5, 163, , , 6, 5, 10
2015/6/6, 162, , , 6, 5, 11
2015/6/7, 162, , , 6, 5, 13
2015/6/8, 161, , , 6, 5, 18
2015/6/9, 165, , , 6, 8, 18
2015/6/10, 161, , , 6, 6, 60
2015/6/11, 163, , , 6, 4, 21
2015/6/12, 165, , , 6, 5, 20
2015/6/13, 159, , , 6, 5, 19
2015/6/14, 160, , , 6, 4, 24
2015/6/15, 164, , , 6, 5, 20
2015/6/16, 162, , , 6, 5, 19
2015/6/17, 152, , , 6, 6, 33
2015/6/18, 162, , , 6, 5, 18
2015/6/19, 162, , , 6, 7, 40
2015/6/20, 161, , , 6, 7, 22
2015/6/21, 159, , , 6, 6, 25
2015/6/22, 159, , , 6, 5, 51
2015/6/23, 164, , , 6, 8, 16
2015/6/24, 160, , , 6, 6, 16
2015/6/25, 161, , , 6, 7, 16
2015/6/26, 169, , , 6, 9, 28
2015/6/27, 179, , , 6, 6, 25
2015/6/29, 174, , , 6, 5, 23
2015/6/30, 183, , , 6, 6, 27
2019/12/31, , 33, 15, 5, 8, 5
2019/11/14, , 53, 65, 5, 3, 2
2019/10/3, , , , 3, 2, 4
2019/10/6, , , , 24, 2, 7
2019/10/13, , , , 1, 2, 4
2019/10/20, , , , 2, 3, 7
2019/10/27, , , , 25, 7, 13
2019/11/3, , , , 11, 6, 8
2019/8/13, , , , 6, 9, 11
2019/8/18, , , , 12, 4, 14
2019/9/1, , , , 12, 3, 17
2019/9/8, , , , 5, 3, 6
2019/9/16, , , , 3, 3, 4
2019/5/22, , , , 6, 4, 14
2019/6/28, , , , 10, 3, 10
2018/12/31, , , , 5, 11, 11
2019/1/19, , , , 5, 5, 11
2019/1/20, , , , 5, 5, 10
2019/2/12, , , , 5, 3, 10
2018/12/14, , , , 6, 5, 13
2018/9/13, , , , 6, 2, 8
2018/9/26, , , , 5, 2, 8
2018/5/9, , , , 11, 3, 8
2017/11/16, , , , 8, 6, 4
2017/9/10, , , , 4, 8, 5
2017/4/1, , , , 9, 1, 4
2016/12/6, , , , 9, 1, 
2016/6/14, , , , 5, 3, 28
2016/6/25, , , , 16, , 1
2016/3/13, , , , 3, 1, 5
2015/10/11, , , , 4, 3, 8
2015/10/23, , , , 4, 3, 7
2015/11/29, , , , 2, 2, 11
2015/12/8, , , , 1, 1, 17
2016/1/1, , , , 3, 10, 5
2015/8/23, , , , 6, 4, 15
2015/4/1, , , , 5, 5, 17
2015/4/2, , , , 5, 3, 19
2015/4/3, , , , 5, 2, 21
2015/4/4, , , , 5, 1, 18
2015/4/5, , , , 4, 1, 18
2015/4/6, , , , 5, 2, 15
2015/4/7, , , , 5, 3, 12
2015/4/8, , , , 5, , 10
2015/4/9, , , , 5, , 19
2015/4/10, , , , 5, 1, 16
2015/4/11, , , , 5, 1, 18
2015/4/12, , , , 4, , 12
2015/4/13, , , , 6, 2, 15
2015/4/14, , , , 7, 3, 15
2015/4/15, , , , 5, 1, 14
2015/4/16, , , , 6, 1, 16
2015/4/17, , , , 6, 1, 13
2015/4/18, , , , 9, 1, 14
2015/4/19, , , , 5, 2, 15
2015/4/20, , , , 5, 3, 19
2015/4/21, , , , 5, 2, 9
2015/4/22, , , , 5, 4, 14
2015/4/23, , , , 4, 1, 3
2015/4/24, , , , 5, , 6
2015/4/25, , , , 5, 5, 7
2015/4/26, , , , 5, , 13
2015/4/27, , , , 5, , 15
2015/4/28, , , , 5, 16, 22
2015/4/29, , , , 5, 4, 26
2015/4/30, , , , 4, 5, 15
2015/5/1, , , , 5, 2, 13
2015/5/2, , , , 4, 1, 11
2015/5/3, , , , 4, 2, 15
2015/5/4, , , , 5, 2, 11
2015/5/5, , , , 4, 1, 14
2015/5/6, , , , 4, 3, 12
2015/5/7, , , , 8, 6, 11
2015/5/8, , , , 8, 9, 11
2015/5/9, , , , 7, 8, 11
2015/5/10, , , , 7, 6, 11
2015/5/11, , , , 8, 6, 13
2015/5/12, , , , 8, 6, 15
2015/1/1, , , , 5, 4, 13
2015/1/2, , , , 3, 2, 12
2015/1/3, , , , 5, , 
2015/1/5, , , , 3, 2, 8
2015/1/6, , , , 5, 4, 14
2015/1/7, , , , 3, 5, 14
2015/1/8, , , , 3, 4, 16
2015/1/9, , , , 5, , 
2015/1/11, , , , 3, 4, 15
2015/1/12, , , , 5, 5, 12
2015/1/13, , , , 5, 2, 17
2015/1/14, , , , 5, 5, 12
2015/1/15, , , , 3, 4, 13
2015/1/16, , , , 3, , 
2015/1/19, , , , 6, 3, 24
2015/1/20, , , , 7, 10, 13
2015/1/21, , , , 2, 5, 17
2015/1/22, , , , 3, 13, 14
2015/1/23, , , , 2, , 
2015/1/27, , , , 3, 3, 10
2015/1/28, , , , 3, 8, 11
2015/1/29, , , , 3, , 17
2015/1/30, , , , 2, 4, 14
2015/1/31, , , , 3, , 
2015/2/2, , , , 4, 1, 10
2015/2/3, , , , 3, 2, 7
2015/2/4, , , , 4, 4, 12
2015/2/5, , , , 2, 2, 16
2015/2/6, , , , 4, , 
2015/2/9, , , , 4, 4, 17
2015/2/10, , , , 3, 4, 24
2015/2/11, , , , 2, 2, 17
2015/2/12, , , , 2, 3, 19
2015/2/13, , , , 1, , 
2015/2/16, , , , 1, , 
2015/2/18, , , , 2, , 
2015/2/20, , , , 1, 2, 11
2015/2/21, , , , 2, 2, 10
2015/2/22, , , , 2, 2, 12
2015/2/23, , , , 1, 4, 14
2015/2/24, , , , 1, 2, 21
2015/2/25, , , , , , 
2015/3/2, , , , , 3, 22
2015/3/10, , , , 7, 1, 17
2015/3/11, , , , 7, 4, 12
2015/3/12, , , , 10, 2, 17
2015/3/13, , , , 6, 2, 15
2015/3/14, , , , 5, 2, 16
2015/3/15, , , , 4, , 
2015/3/18, , , , 9, 2, 17
2015/3/19, , , , 7, , 
2015/3/23, , , , 7, , 
2015/3/25, , , , 5, 4, 25
2015/3/26, , , , 16, 36, 21
2015/3/27, , , , 5, 7, 23
2015/3/28, , , , 5, , 
2015/3/30, , , , 5, 4, 14
2015/3/31, , , , 4, 2, 19
2014/10/4, , , , 2, , 
2014/10/15, , , , 1, , 
2014/10/21, , , , 3, 1, 13
2014/10/22, , , , 2, , 
2014/10/24, , , , 4, , 
2014/10/27, , , , 2, 8, 12
2014/10/28, , , , 2, 14, 11
2014/10/29, , , , 2, 4, 14
2014/10/30, , , , 2, 4, 15
2014/10/31, , , , 2, , 
2014/11/5, , , , 9, 2, 11
2014/11/6, , , , 10, , 
2014/11/13, , , , 2, , 
2014/11/18, , , , 6, , 
2014/11/24, , , , 3, , 
2014/11/27, , , , 3, 11, 18
2014/11/28, , , , 4, , 
2014/11/29, , , , 4, , 
2014/12/1, , , , 2, , 
2014/12/4, , , , 4, 3, 15
2014/12/5, , , , 3, 3, 14
2014/12/6, , , , 3, 4, 14
2014/12/7, , , , 3, 3, 13
2014/12/8, , , , 3, 3, 14
2014/12/9, , , , 2, 2, 13
2014/12/10, , , , 2, , 
2014/12/12, , , , 2, 3, 15
2014/12/13, , , , 3, 3, 15
2014/12/14, , , , 2, 3, 13
2014/12/15, , , , 2, 5, 8
2014/12/16, , , , 1, 3, 14
2014/12/17, , , , 1, 3, 14
2014/12/18, , , , 5, 4, 17
2014/12/19, , , , 3, , 
2014/12/22, , , , 2, 3, 10
2014/12/23, , , , 2, 4, 14
2014/12/24, , , , 2, , 
2014/12/26, , , , 2, 2, 15
2014/12/27, , , , 4, , 
2014/7/3, , , , 20, , 5
2014/7/4, , , , 20, , 
2014/7/6, , , , 26, , 6
2014/7/7, , , , 20, 13, 13
2014/7/8, , , , 22, , 5
2014/7/9, , , , 21, , 14
2014/7/10, , , , 13, , 9
2014/7/11, , , , 15, , 
2014/7/14, , , , 17, 5, 9
2014/7/15, , , , 17, 1, 11
2014/7/16, , , , 17, , 
2014/7/18, , , , 20, , 
2014/8/2, , , , 20, , 
2014/8/5, , , , 19, , 
2014/8/8, , , , 14, , 
2014/8/27, , , , 20, , 
2014/9/16, , , , 4, , 
2014/4/1, , , , 23, 6, 
2014/4/2, , , , 20, 6, 
2014/4/3, , , , 21, 7, 
2014/4/4, , , , 22, , 
2014/4/7, , , , 21, 6, 
2014/4/8, , , , 21, 6, 
2014/4/9, , , , 21, 7, 
2014/4/10, , , , 24, 6, 
2014/4/11, , , , 20, 6, 
2014/4/12, , , , 21, 8, 
2014/4/13, , , , 26, , 
2014/4/15, , , , 23, , 
2014/4/16, , , , 23, , 
2014/4/17, , , , 22, , 
2014/4/18, , , , 22, , 
2014/4/19, , , , 23, , 
2014/4/20, , , , 22, , 
2014/4/21, , , , 22, 6, 
2014/4/22, , , , 21, 6, 
2014/4/23, , , , 21, 6, 
2014/4/24, , , , 21, 7, 
2014/4/25, , , , 22, 7, 
2014/4/26, , , , 23, 6, 
2014/4/27, , , , 21, 6, 
2014/4/28, , , , 18, , 
2014/5/8, , , , 20, 6, 
2014/5/9, , , , 20, , 
2014/5/27, , , , 18, , 
2014/5/29, , , , 17, 6, 15
2014/5/30, , , , 19, , 
2014/6/1, , , , 22, 7, 5
2014/6/2, , , , 22, 7, 1
2014/6/3, , , , 23, 7, 3
2014/6/4, , , , 22, 6, 4
2014/6/5, , , , 21, 6, 5
2014/6/6, , , , 20, 6, 4
2014/6/7, , , , 21, 6, 6
2014/6/8, , , , 19, 6, 5
2014/6/9, , , , 19, , 
2014/6/11, , , , 23, 6, 4
2014/6/12, , , , 21, 7, 3
2014/6/13, , , , 22, 7, 2
2014/6/14, , , , 24, 7, 2
2014/6/15, , , , 23, 7, 2
2014/6/16, , , , 24, 8, 
2014/6/17, , , , 28, 5, 7
2014/6/18, , , , 18, 5, 8
2014/6/19, , , , 18, 4, 7
2014/6/20, , , , 15, 6, 7
2014/6/21, , , , 19, , 
2014/1/1, , , , 14, , 6
2014/1/2, , , , 13, , 5
2014/1/3, , , , 13, , 5
2014/1/4, , , , 14, , 
2014/1/6, , , , 13, , 6
2014/1/7, , , , 13, , 10
2014/1/8, , , , 12, , 21
2014/1/9, , , , 14, , 
2014/1/15, , , , 11, 4, 
2014/1/16, , , , 14, , 
2014/1/18, , , , 12, 3, 10
2014/1/19, , , , 12, 4, 
2014/1/20, , , , 12, 3, 4
2014/1/21, , , , 11, 4, 
2014/1/22, , , , 12, 4, 
2014/1/23, , , , 12, 3, 
2014/1/24, , , , 11, , 
2014/1/28, , , , 13, 3, 
2014/1/29, , , , 12, 4, 
2014/1/30, , , , 13, 3, 
2014/1/31, , , , 11, , 
2014/2/4, , , , 13, 4, 
2014/2/5, , , , 13, 4, 
2014/2/6, , , , 14, 4, 
2014/2/7, , , , 15, , 
2014/2/9, , , , 15, 4, 
2014/2/10, , , , 14, 7, 2
2014/2/11, , , , 23, 4, 
2014/2/12, , , , 14, 4, 
2014/2/13, , , , 14, 4, 
2014/2/14, , , , 13, 4, 
2014/2/15, , , , 14, , 
2014/2/17, , , , 14, 7, 
2014/2/18, , , , 24, 3, 
2014/2/19, , , , 11, 17, 26
2014/2/20, , , , 15, 28, 
2014/2/21, , , , 65, , 
2014/2/24, , , , 2, 1, 
2014/2/25, , , , 4, , 
2014/2/26, , , , 1, , 
2014/3/2, , , , , , 
2014/3/11, , , , 1, , 
2014/3/24, , , , 17, 5, 
2014/3/25, , , , 18, 6, 
2014/3/26, , , , 20, 6, 
2014/3/27, , , , 20, 6, 
2014/3/28, , , , 21, 7, 
2014/3/29, , , , 23, 7, 
2014/3/30, , , , 24, 6, 
2014/3/31, , , , 21, 7, 
2016/12/25, , , , , 4, 15
2016/3/26, , , , , 2, 6
2014/12/31, , , , , 4, 11
2015/1/4, , , , , 6, 16
2015/1/10, , , , , 1, 12
2015/1/18, , , , , 5, 13
2015/1/26, , , , , 2, 15
2015/2/1, , , , , 4, 12
2015/2/8, , , , , 4, 30
2015/2/15, , , , , 2, 10
2015/2/17, , , , , 3, 7
2015/2/19, , , , , 2, 17
2015/3/1, , , , , 2, 13
2015/3/9, , , , , 1, 18
2015/3/17, , , , , 2, 22
2015/3/22, , , , , 2, 4
2015/3/24, , , , , 2, 34
2015/3/29, , , , , 6, 19
2014/10/23, , , , , 13, 11
2014/10/26, , , , , 3, 11
2014/11/4, , , , , 4, 17
2014/11/12, , , , , 4, 4
2014/11/17, , , , , 4, 14
2014/11/23, , , , , , 18
2014/11/26, , , , , 4, 13
2014/11/30, , , , , 6, 12
2014/12/3, , , , , 2, 8
2014/12/11, , , , , 4, 16
2014/12/21, , , , , 4, 13
2014/12/25, , , , , 7, 18
2014/7/2, , , , , 6, 5
2014/7/5, , , , , 1, 3
2014/7/13, , , , , 4, 10
2014/7/17, , , , , 8, 6
2014/8/1, , , , , 1, 4
2014/8/4, , , , , 8, 5
2014/8/7, , , , , 6, 14
2014/8/26, , , , , 1, 4
2014/4/6, , , , , 6, 
2014/5/7, , , , , 6, 
2014/5/26, , , , , 5, 17
2014/5/28, , , , , 5, 18
2014/5/31, , , , , 7, 9
2014/6/10, , , , , 7, 3
2013/12/31, , , , , , 12
2014/1/5, , , , , , 8
2014/1/14, , , , , 3, 
2014/1/17, , , , , 4, 26
2014/1/27, , , , , 4, 
2014/2/3, , , , , 4, 1
2014/2/8, , , , , 4, 
2014/2/16, , , , , 4, 
2014/2/23, , , , , , 
2014/3/10, , , , , , 
2014/3/23, , , , , 5, 
2014/10/3, , , , , , 11
2014/10/14, , , , , , 18
2014/10/20, , , , , , 17
2014/9/15, , , , , , 13
2014/9/29, , , , , , 12
